institute,branch,seat_type,gender,or,cr,year,course,course_id
Indian Institute  of Technology Madras,"Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,6570,9353,2016,"Indian Institute  of Technology Madras_Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",116
Indian Institute  of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1548,3012,2016,"Indian Institute  of Technology Madras_Chemical Engineering (4 Years, Bachelor of Technology)",117
Indian Institute  of Technology Madras,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2960,3258,2016,"Indian Institute  of Technology Madras_Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",118
Indian Institute  of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1005,3703,2016,"Indian Institute  of Technology Madras_Civil Engineering (4 Years, Bachelor of Technology)",119
Indian Institute  of Technology Madras,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3604,4573,2016,"Indian Institute  of Technology Madras_Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",120
Indian Institute  of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,62,173,2016,"Indian Institute  of Technology Madras_Computer Science and Engineering (4 Years, Bachelor of Technology)",121
Indian Institute  of Technology Madras,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,214,278,2016,"Indian Institute  of Technology Madras_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",122
Indian Institute  of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,189,606,2016,"Indian Institute  of Technology Madras_Electrical Engineering (4 Years, Bachelor of Technology)",123
Indian Institute  of Technology Madras,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,663,1212,2016,"Indian Institute  of Technology Madras_Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",124
Indian Institute  of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1364,5127,2016,"Indian Institute  of Technology Madras_Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",125
Indian Institute  of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,1380,2274,2016,"Indian Institute  of Technology Madras_Engineering Physics (4 Years, Bachelor of Technology)",126
Indian Institute  of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,535,1246,2016,"Indian Institute  of Technology Madras_Mechanical Engineering (4 Years, Bachelor of Technology)",127
Indian Institute  of Technology Madras,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1293,2194,2016,"Indian Institute  of Technology Madras_Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",128
Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2917,4391,2016,"Indian Institute  of Technology Madras_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",129
Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,4242,5280,2016,"Indian Institute  of Technology Madras_Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",130
Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3515,5319,2016,"Indian Institute  of Technology Madras_Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",131
Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,5222,5870,2016,"Indian Institute  of Technology Madras_Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",132
Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,1736,4116,2016,"Indian Institute  of Technology Madras_Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",133
Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3960,5473,2016,"Indian Institute  of Technology Gandhinagar_Chemical Engineering (4 Years, Bachelor of Technology)",134
Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4607,5892,2016,"Indian Institute  of Technology Gandhinagar_Civil Engineering (4 Years, Bachelor of Technology)",135
Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,493,1805,2016,"Indian Institute  of Technology Gandhinagar_Computer Science and Engineering (4 Years, Bachelor of Technology)",136
Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1645,2548,2016,"Indian Institute  of Technology Gandhinagar_Electrical Engineering (4 Years, Bachelor of Technology)",137
Indian Institute  of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5248,6869,2016,"Indian Institute  of Technology Gandhinagar_Materials Science and Engineering (4 Years, Bachelor of Technology)",138
Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2687,3658,2016,"Indian Institute  of Technology Gandhinagar_Mechanical Engineering (4 Years, Bachelor of Technology)",139
Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6560,7891,2016,"Indian Institute  of Technology Patna_Chemical Engineering (4 Years, Bachelor of Technology)",140
Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5776,7074,2016,"Indian Institute  of Technology Patna_Civil Engineering (4 Years, Bachelor of Technology)",141
Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1541,2888,2016,"Indian Institute  of Technology Patna_Computer Science and Engineering (4 Years, Bachelor of Technology)",142
Indian Institute  of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3895,5518,2016,"Indian Institute  of Technology Patna_Electrical Engineering (4 Years, Bachelor of Technology)",143
Indian Institute  of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4359,6284,2016,"Indian Institute  of Technology Patna_Mechanical Engineering (4 Years, Bachelor of Technology)",144
Indian Institute  of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",OPEN,neutral,1938,3322,2016,"Indian Institute  of Technology Roorkee_Applied Mathematics (5 Years, Integrated Master of Science)",145
Indian Institute  of Technology Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,neutral,4778,10422,2016,"Indian Institute  of Technology Roorkee_Architecture  (5 Years, Bachelor of Architecture)",146
Indian Institute  of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",OPEN,neutral,5417,6255,2016,"Indian Institute  of Technology Roorkee_Bio Technology (4 Years, Bachelor of Technology)",147
Indian Institute  of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2383,4017,2016,"Indian Institute  of Technology Roorkee_Chemical Engineering (4 Years, Bachelor of Technology)",148
Indian Institute  of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1877,3917,2016,"Indian Institute  of Technology Roorkee_Civil Engineering (4 Years, Bachelor of Technology)",149
Indian Institute  of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,294,482,2016,"Indian Institute  of Technology Roorkee_Computer Science and Engineering (4 Years, Bachelor of Technology)",150
Indian Institute  of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1108,1833,2016,"Indian Institute  of Technology Roorkee_Electrical Engineering (4 Years, Bachelor of Technology)",151
Indian Institute  of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,948,1441,2016,"Indian Institute  of Technology Roorkee_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",152
Indian Institute  of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,2869,4345,2016,"Indian Institute  of Technology Roorkee_Engineering Physics (4 Years, Bachelor of Technology)",153
Indian Institute  of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",OPEN,neutral,6185,7825,2016,"Indian Institute  of Technology Roorkee_Geological Technology (5 Years, Integrated Master of Technology)",154
Indian Institute  of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",OPEN,neutral,4328,6865,2016,"Indian Institute  of Technology Roorkee_Geophysical Technology (5 Years, Integrated Master of Technology)",155
Indian Institute  of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1565,2426,2016,"Indian Institute  of Technology Roorkee_Mechanical Engineering (4 Years, Bachelor of Technology)",156
Indian Institute  of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4366,5856,2016,"Indian Institute  of Technology Roorkee_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",157
Indian Institute  of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5943,7531,2016,"Indian Institute  of Technology Roorkee_Polymer Science and Engineering (4 Years, Bachelor of Technology)",158
Indian Institute  of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3502,4353,2016,"Indian Institute  of Technology Roorkee_Production and Industrial Engineering (4 Years, Bachelor of Technology)",159
Indian School of Mines Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",OPEN,neutral,6547,9502,2016,"Indian School of Mines Dhanbad_Applied Geology (5 Years, Integrated Master of Technology)",160
Indian School of Mines Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",OPEN,neutral,6760,9589,2016,"Indian School of Mines Dhanbad_Applied Geophysics (5 Years, Integrated Master of Technology)",161
Indian School of Mines Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6288,8033,2016,"Indian School of Mines Dhanbad_Chemical Engineering (4 Years, Bachelor of Technology)",162
Indian School of Mines Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6274,7832,2016,"Indian School of Mines Dhanbad_Civil Engineering (4 Years, Bachelor of Technology)",163
Indian School of Mines Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1655,3479,2016,"Indian School of Mines Dhanbad_Computer Science and Engineering (4 Years, Bachelor of Technology)",164
Indian School of Mines Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3526,3671,2016,"Indian School of Mines Dhanbad_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",165
Indian School of Mines Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4273,6418,2016,"Indian School of Mines Dhanbad_Electrical Engineering (4 Years, Bachelor of Technology)",166
Indian School of Mines Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3852,5644,2016,"Indian School of Mines Dhanbad_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",167
Indian School of Mines Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5690,6646,2016,"Indian School of Mines Dhanbad_Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",168
Indian School of Mines Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,6879,8035,2016,"Indian School of Mines Dhanbad_Engineering Physics (4 Years, Bachelor of Technology)",169
Indian School of Mines Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7763,9484,2016,"Indian School of Mines Dhanbad_Environmental Engineering (4 Years, Bachelor of Technology)",170
Indian School of Mines Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",OPEN,neutral,3643,4696,2016,"Indian School of Mines Dhanbad_Mathematics and Computing (5 Years, Integrated Master of Technology)",171
Indian School of Mines Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3389,6400,2016,"Indian School of Mines Dhanbad_Mechanical Engineering (4 Years, Bachelor of Technology)",172
Indian School of Mines Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7656,9530,2016,"Indian School of Mines Dhanbad_Mineral Engineering (4 Years, Bachelor of Technology)",173
Indian School of Mines Dhanbad,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,neutral,6529,8685,2016,"Indian School of Mines Dhanbad_Mining Engineering  (4 Years, Bachelor of Technology)",174
